i,lpips,bnorm,bnorm_expr,bnorm_eye,head_norm,arcface_cos,render_bs_valid,driving_bs_valid
0,0.08241850137710571,0.42492255568504333,0.419158011674881,0.06975497305393219,0.2647050619125366,0.6510084867477417,False,False
1,0.0822523683309555,0.4227057993412018,0.41483259201049805,0.08120409399271011,0.2762369215488434,0.6380370855331421,False,False
2,0.08465834707021713,0.3823637068271637,0.3710956275463104,0.09214124828577042,0.27905768156051636,0.6330942511558533,False,False
3,0.08418510109186172,0.37895527482032776,0.36447659134864807,0.10374945402145386,0.2773241102695465,0.6372479200363159,False,False
4,0.08598145842552185,0.38194990158081055,0.36706477403640747,0.10558964312076569,0.2727254629135132,0.6586734056472778,False,False
5,0.08426596224308014,0.41225340962409973,0.39532044529914856,0.11693842709064484,0.278788298368454,0.6710690855979919,False,False
6,0.08718952536582947,0.41836848855018616,0.39869338274002075,0.12679031491279602,0.28429219126701355,0.6579492092132568,False,False
7,0.08818061649799347,0.4449506103992462,0.4237178564071655,0.13580948114395142,0.2942592203617096,0.6608293056488037,False,False
8,0.09018190205097198,0.4727279245853424,0.452375203371048,0.1372164934873581,0.3157097399234772,0.6563361287117004,False,False
9,0.0881730318069458,0.47530508041381836,0.45770400762557983,0.12814810872077942,0.3248734176158905,0.6659297943115234,False,False
10,0.08749620616436005,0.4415423274040222,0.42250552773475647,0.12825235724449158,0.3268532156944275,0.6617130637168884,False,False
11,0.08527877926826477,0.42731672525405884,0.40997248888015747,0.12050782144069672,0.3276817798614502,0.6664922833442688,False,False
12,0.08379734307527542,0.39134278893470764,0.37294331192970276,0.11858531087636948,0.3285217583179474,0.6820108890533447,False,False
13,0.0774589329957962,0.3694557249546051,0.3564585745334625,0.09713287651538849,0.3125733733177185,0.6838706731796265,False,False
14,0.07550805062055588,0.358984112739563,0.34859156608581543,0.08575264364480972,0.3038935363292694,0.6817020773887634,False,False
15,0.0729733556509018,0.35486844182014465,0.34540268778800964,0.08141610771417618,0.2955763041973114,0.6919145584106445,False,False
16,0.07248401641845703,0.3557753562927246,0.34623080492019653,0.08185561001300812,0.27277809381484985,0.7107933759689331,False,False
17,0.07168509811162949,0.35858583450317383,0.3482038080692291,0.08566158264875412,0.26064616441726685,0.7152868509292603,False,False
18,0.06833893805742264,0.36202508211135864,0.3531656861305237,0.07960005104541779,0.24012769758701324,0.7371176481246948,False,False
19,0.06471595168113708,0.4309946298599243,0.4238959550857544,0.07790102809667587,0.22010962665081024,0.7571815252304077,False,False
20,0.06272909045219421,0.4040299355983734,0.39733144640922546,0.07326594740152359,0.19138118624687195,0.7881934642791748,False,False
21,0.05992640554904938,0.3598223626613617,0.35618501901626587,0.05103301256895065,0.1595035195350647,0.7916391491889954,False,False
22,0.05566346272826195,0.37441855669021606,0.3719141185283661,0.04323333501815796,0.13037195801734924,0.8114855289459229,False,False
23,0.04792317748069763,0.3904770314693451,0.3874865472316742,0.048233818262815475,0.12083244323730469,0.8684186935424805,False,False
24,0.040325313806533813,0.46620261669158936,0.4606281816959381,0.07187869399785995,0.12390603125095367,0.9050620198249817,False,False
25,0.038537733256816864,0.5015191435813904,0.4958934783935547,0.07490712404251099,0.12089236080646515,0.9128116965293884,False,False
26,0.03991994261741638,0.4246409237384796,0.4180814027786255,0.07434942573308945,0.1140202060341835,0.908929705619812,False,False
27,0.0396982841193676,0.44041502475738525,0.43270015716552734,0.08207304775714874,0.12417486310005188,0.9121283888816833,False,False
28,0.03873521089553833,0.4893134534358978,0.479703813791275,0.09649816155433655,0.1369023472070694,0.9252210855484009,False,False
29,0.03916851058602333,0.40818724036216736,0.3972223997116089,0.09397439658641815,0.14589376747608185,0.9214752912521362,False,False
30,0.03865824639797211,0.40369147062301636,0.394784152507782,0.0843343511223793,0.15061429142951965,0.9334793090820312,False,False
31,0.039324115961790085,0.3250734508037567,0.3152097761631012,0.07947041094303131,0.15418747067451477,0.9340599179267883,False,False
32,0.038737036287784576,0.3774382174015045,0.3695605993270874,0.07671108841896057,0.1567121297121048,0.9278199672698975,False,False
33,0.03681652247905731,0.3928462564945221,0.3868401348590851,0.06843164563179016,0.1668575257062912,0.9352250695228577,False,False
34,0.03484204411506653,0.3588639199733734,0.35497838258743286,0.05266569182276726,0.18009184300899506,0.9472231268882751,False,False
35,0.034111786633729935,0.38303080201148987,0.37717363238334656,0.06672843545675278,0.19532795250415802,0.9543907642364502,False,False
36,0.03471742197871208,0.3840670883655548,0.3782214820384979,0.06675345450639725,0.20323416590690613,0.9572680592536926,False,False
37,0.034512490034103394,0.38591063022613525,0.37983614206314087,0.06820175051689148,0.20857912302017212,0.9556503295898438,False,False
38,0.03487754985690117,0.39672282338142395,0.39107048511505127,0.06672970950603485,0.21104612946510315,0.95424485206604,False,False
39,0.034677259624004364,0.37786537408828735,0.37239357829093933,0.06407217681407928,0.21416407823562622,0.9524056911468506,False,False
40,0.03662334755063057,0.4004916846752167,0.39627698063850403,0.057949528098106384,0.20973838865756989,0.9489184617996216,False,False
41,0.03642982244491577,0.4416655898094177,0.4399299621582031,0.039116449654102325,0.19947956502437592,0.9332774877548218,False,False
42,0.0704776868224144,0.5282752513885498,0.5142961740493774,0.12072349339723587,0.15862610936164856,0.8335310816764832,False,False
43,0.13107115030288696,0.7634709477424622,0.7130134105682373,0.2729463577270508,0.15162651240825653,0.794404923915863,False,False
44,0.202602356672287,0.924650251865387,0.8307678699493408,0.40595921874046326,0.2205614149570465,0.7044498920440674,False,False
