i,lpips,bnorm,bnorm_expr,bnorm_eye,head_norm,arcface_cos,render_bs_valid,driving_bs_valid,render_yaw,render_pitch,render_roll
0,0.029632486402988434,0.5329969525337219,0.5208537578582764,0.1131243035197258,0.15655267238616943,0.9685691595077515,True,True,-0.029381779953837395,-0.010484777390956879,-0.016138704493641853
1,0.027642792090773582,0.5802643895149231,0.5692402720451355,0.11257147043943405,0.15333876013755798,0.9656431674957275,True,True,-0.029964575543999672,-0.01158360205590725,-0.015272061340510845
2,0.027000322937965393,0.5394453406333923,0.5283039808273315,0.10906984657049179,0.1538105010986328,0.9705191254615784,True,True,-0.027553506195545197,-0.007151857949793339,-0.01462591253221035
3,0.02657805196940899,0.5121719837188721,0.5007849931716919,0.10739893466234207,0.15237772464752197,0.9715421795845032,True,True,-0.028293481096625328,-0.006289157085120678,-0.01640518568456173
4,0.026937715709209442,0.506921112537384,0.49467042088508606,0.11077103018760681,0.1545877307653427,0.972773015499115,True,True,-0.029044967144727707,-0.005689235869795084,-0.016106104478240013
5,0.02641262859106064,0.5105640888214111,0.4972800016403198,0.11570782214403152,0.15664683282375336,0.9729646444320679,True,True,-0.030270487070083618,-0.006252276711165905,-0.016522224992513657
6,0.025952966883778572,0.5084044337272644,0.4951193034648895,0.11546417325735092,0.1549849808216095,0.9708216190338135,True,True,-0.031826067715883255,-0.007592265959829092,-0.015592043288052082
7,0.02638019062578678,0.5041836500167847,0.49055972695350647,0.11641427129507065,0.15297196805477142,0.9718910455703735,True,True,-0.03167746961116791,-0.005425009410828352,-0.016078118234872818
8,0.027135372161865234,0.5013920068740845,0.4873169958591461,0.11796659976243973,0.14946532249450684,0.9707802534103394,True,True,-0.031091349199414253,-0.006349926348775625,-0.015877550467848778
9,0.026381399482488632,0.5089441537857056,0.495204359292984,0.11745966970920563,0.1440475583076477,0.9700226187705994,True,True,-0.03072873130440712,-0.005709303077310324,-0.016895124688744545
10,0.026283083483576775,0.5226600766181946,0.5106452703475952,0.11142219603061676,0.13757266104221344,0.9702221155166626,True,True,-0.029787512496113777,-0.007066355552524328,-0.017454251646995544
11,0.025882210582494736,0.5245697498321533,0.5130686163902283,0.1092427596449852,0.13432687520980835,0.9704011678695679,True,True,-0.029068654403090477,-0.00782431848347187,-0.01619291491806507
12,0.02593201771378517,0.5064526796340942,0.4965484142303467,0.099669449031353,0.13290779292583466,0.9708372354507446,True,True,-0.027403810992836952,-0.006429987493902445,-0.01508695911616087
13,0.025751186534762383,0.49242451786994934,0.48405134677886963,0.09042248129844666,0.13043980300426483,0.9690811038017273,True,True,-0.026339758187532425,-0.008061558939516544,-0.015004320070147514
14,0.025919130071997643,0.49593761563301086,0.48839351534843445,0.08617362380027771,0.12478525936603546,0.9685591459274292,True,True,-0.02657478302717209,-0.009229408577084541,-0.015179095789790154
15,0.025543102994561195,0.49436160922050476,0.48715391755104065,0.08410997688770294,0.11993268132209778,0.9678505659103394,True,True,-0.0261521078646183,-0.01010928675532341,-0.015006594359874725
16,0.02624419704079628,0.49329474568367004,0.4863365590572357,0.08256194740533829,0.11783206462860107,0.9713678359985352,True,True,-0.025063175708055496,-0.010795236565172672,-0.014611635357141495
