i,lpips,bnorm,bnorm_expr,bnorm_eye,head_norm,arcface_cos,render_bs_valid,driving_bs_valid
0,0.029935214668512344,0.8646736741065979,0.8503050804138184,0.15697702765464783,0.16783128678798676,0.975134551525116,False,False
1,0.02761201746761799,0.8636190891265869,0.8498746752738953,0.1534634232521057,0.16675344109535217,0.9753273725509644,False,False
2,0.027607794851064682,0.8295329213142395,0.8151749968528748,0.15367038547992706,0.16578449308872223,0.9749832153320312,False,False
3,0.02799258939921856,0.8285092115402222,0.8133635520935059,0.1576938033103943,0.16510362923145294,0.97657310962677,False,False
4,0.02840343862771988,0.8206200003623962,0.8047329187393188,0.1606922298669815,0.15898115932941437,0.9760954976081848,False,False
5,0.02719130367040634,0.8472914099693298,0.8328429460525513,0.15580570697784424,0.14767701923847198,0.9750164747238159,False,False
6,0.026520321145653725,0.8311936855316162,0.8185990452766418,0.14414730668067932,0.1433054506778717,0.9742151498794556,False,False
7,0.026378635317087173,0.8192884922027588,0.8088725209236145,0.13022637367248535,0.13491559028625488,0.9748502373695374,False,False
8,0.02687433734536171,0.8170897364616394,0.807334840297699,0.1258813887834549,0.12817759811878204,0.9735839366912842,False,False
9,0.025854172185063362,0.8240925073623657,0.8151559829711914,0.12103419005870819,0.12695454061031342,0.9760818481445312,False,False
10,0.025792619213461876,0.814066469669342,0.8049179911613464,0.12170083820819855,0.12886406481266022,0.9766097068786621,False,False
11,0.025526748970150948,0.8205846548080444,0.8108372092247009,0.12610399723052979,0.13041122257709503,0.9757432341575623,False,False
12,0.026305483654141426,0.7292819619178772,0.7190821170806885,0.12154458463191986,0.12397578358650208,0.9755508303642273,False,False
13,0.03578558191657066,0.7787234783172607,0.7772283554077148,0.048231545835733414,0.09251933544874191,0.950478196144104,False,False
14,0.053040340542793274,1.1045036315917969,1.104182481765747,0.026632210239768028,0.02613339014351368,0.9338310360908508,False,False
15,0.07520328462123871,1.2405881881713867,1.2379400730133057,0.0810171514749527,0.05488511174917221,0.898865818977356,False,False
16,0.09108834713697433,1.3294727802276611,1.3245744705200195,0.11401941627264023,0.10164183378219604,0.8680667877197266,False,False
17,0.10719837993383408,1.4259437322616577,1.4192441701889038,0.13806495070457458,0.13096198439598083,0.8541115522384644,False,False
18,0.11367227882146835,1.4508576393127441,1.4441392421722412,0.13946209847927094,0.14148125052452087,0.8495098352432251,False,False
19,0.10672491788864136,0.699781596660614,0.6863394379615784,0.13650095462799072,0.1445571929216385,0.8493537902832031,False,False
20,0.08268241584300995,0.7154291272163391,0.7068684101104736,0.11034470796585083,0.07312251627445221,0.8822364807128906,False,False
21,0.06451056897640228,0.7270417213439941,0.7231737971305847,0.0748956948518753,0.005311197135597467,0.9073975682258606,False,False
22,0.048631422221660614,0.710833728313446,0.7100637555122375,0.03307657316327095,0.03435605391860008,0.929719090461731,False,False
23,0.04399774596095085,0.7358003854751587,0.7355049252510071,0.020848900079727173,0.04547148942947388,0.9483276605606079,False,False
24,0.04304896667599678,0.7463377118110657,0.7460432052612305,0.020965540781617165,0.03985423594713211,0.941220760345459,False,False
25,0.04526662826538086,0.7533869743347168,0.7529874444007874,0.024534126743674278,0.03622174635529518,0.9289689064025879,False,False
26,0.04521694779396057,0.7508429884910583,0.7505224943161011,0.021937282755970955,0.033768922090530396,0.9307905435562134,False,False
27,0.045721977949142456,0.748550295829773,0.7484337687492371,0.013203751295804977,0.02395452931523323,0.932073175907135,False,False
28,0.04545823484659195,0.7535383701324463,0.7534977793693542,0.00782492384314537,0.024617057293653488,0.9310974478721619,False,False
29,0.04568817466497421,0.7516145706176758,0.7515757083892822,0.007636748254299164,0.02717655897140503,0.9290251731872559,False,False
30,0.045767564326524734,0.7400074601173401,0.7399681806564331,0.007618587464094162,0.02957993373274803,0.9274998903274536,False,False
31,0.045968491584062576,0.7338719367980957,0.7338252067565918,0.008285894989967346,0.02983926422894001,0.9279085397720337,False,False
32,0.04814586043357849,0.7323468923568726,0.7322847843170166,0.009539316408336163,0.024849209934473038,0.9287488460540771,False,False
33,0.04752899706363678,0.47982877492904663,0.47975191473960876,0.008588858880102634,0.022255010902881622,0.9282775521278381,False,False
34,0.048517823219299316,0.4390700161457062,0.43867120146751404,0.01871059276163578,0.021127644926309586,0.9280917644500732,False,False
35,0.05025039613246918,0.6046103239059448,0.6043685674667358,0.01709647849202156,0.007239018566906452,0.9237031936645508,False,False
36,0.054455842822790146,0.7817602753639221,0.7815359234809875,0.01872662641108036,0.011590717360377312,0.9102815985679626,False,False
37,0.058829352259635925,0.8699579238891602,0.8698538541793823,0.013451005332171917,0.02677418850362301,0.8984372615814209,False,False
38,0.06387607753276825,0.9841028451919556,0.9840052723884583,0.013858203776180744,0.05065720155835152,0.890073299407959,False,False
39,0.06911417096853256,1.1105691194534302,1.1101877689361572,0.02909855730831623,0.0735803171992302,0.8862909078598022,False,False
40,0.07226921617984772,1.154849886894226,1.1541152000427246,0.041185516864061356,0.09391198307275772,0.8890296816825867,False,False
41,0.07837585359811783,1.1991900205612183,1.1982676982879639,0.04702148959040642,0.10804077237844467,0.8802793025970459,False,False
42,0.08021483570337296,1.256285548210144,1.255051612854004,0.05566629767417908,0.12249123305082321,0.8765957951545715,False,False
43,0.08219806104898453,1.2979058027267456,1.29633367061615,0.06386236101388931,0.13578972220420837,0.873038649559021,False,False
44,0.084945447742939,1.3191338777542114,1.3167895078659058,0.07861112058162689,0.14742517471313477,0.8651175498962402,False,False
45,0.08676066994667053,1.3280922174453735,1.325808048248291,0.07785771787166595,0.1515955924987793,0.853852391242981,False,False
46,0.08882994949817657,1.3425724506378174,1.3403477668762207,0.07725615799427032,0.15205417573451996,0.8545304536819458,False,False
47,0.08850321918725967,1.3502460718154907,1.348156213760376,0.07509718090295792,0.1516084522008896,0.8589414954185486,False,False
48,0.08788658678531647,1.2976579666137695,1.2953330278396606,0.07764191925525665,0.14855752885341644,0.8626654148101807,False,False
49,0.08695146441459656,0.7137002348899841,0.7082588076591492,0.08796299993991852,0.15007948875427246,0.860560953617096,False,False
50,0.08351549506187439,0.48892757296562195,0.47726473212242126,0.10615340620279312,0.1357014924287796,0.871208906173706,False,False
51,0.07846508920192719,0.5747698545455933,0.5641719102859497,0.10986533015966415,0.10209940373897552,0.8843590617179871,False,False
52,0.07351183891296387,0.6784771680831909,0.670258104801178,0.10528653860092163,0.07202339917421341,0.8883781433105469,False,False
53,0.0683610737323761,0.6874883770942688,0.6812746524810791,0.09222354739904404,0.045226313173770905,0.8945356607437134,False,False
54,0.05961386859416962,0.652669370174408,0.6499927043914795,0.05904897674918175,0.014339611865580082,0.9101713299751282,False,False
55,0.05510808527469635,0.6593372225761414,0.6588964462280273,0.02410232275724411,0.013618024066090584,0.9315118789672852,False,False
56,0.05251191183924675,0.6640363931655884,0.6639639139175415,0.00981152057647705,0.02644001506268978,0.9335718154907227,False,False
57,0.05149500444531441,0.666235089302063,0.6661788821220398,0.00865538977086544,0.03245626389980316,0.9346219301223755,False,False
58,0.0506487712264061,0.6542051434516907,0.6540478467941284,0.014344647526741028,0.03737175837159157,0.9362793564796448,False,False
59,0.050636276602745056,0.6382201313972473,0.6378966569900513,0.02031809091567993,0.05133875459432602,0.9362233281135559,False,False
