batch,style,id_idx,render,age_bin,age_mid,detected,buffalo_age,buffalo_gender
refs_v2,chibi,13,id_13_seed24146012.png,30-39,35.0,False,,
refs_v2,chibi,13,id_13_seed24843953.png,30-39,35.0,False,,
refs_v2,chibi,14,id_14_seed23981157.png,40-49,45.0,True,22.0,F
refs_v2,chibi,14,id_14_seed26350860.png,40-49,45.0,False,,
refs_v2,chibi,14,id_14_seed29047226.png,40-49,45.0,True,23.0,F
refs_v2,chibi,15,id_15_seed21088335.png,40-49,45.0,True,20.0,F
refs_v2,chibi,15,id_15_seed21165441.png,40-49,45.0,True,19.0,F
refs_v2,chibi,15,id_15_seed28718632.png,40-49,45.0,True,19.0,F
refs_v2,chibi,16,id_16_seed22680194.png,40-49,45.0,True,19.0,F
refs_v2,chibi,16,id_16_seed28194647.png,40-49,45.0,True,20.0,F
refs_v2,chibi,16,id_16_seed30193072.png,40-49,45.0,True,21.0,F
refs_v2,chibi,17,id_17_seed21572372.png,40-49,45.0,True,23.0,M
refs_v2,chibi,17,id_17_seed22270313.png,40-49,45.0,True,19.0,F
refs_v2,chibi,17,id_17_seed29573947.png,40-49,45.0,True,19.0,F
refs_v2,chibi,18,id_18_seed21664572.png,50-59,55.0,True,22.0,F
refs_v2,chibi,18,id_18_seed21914129.png,50-59,55.0,True,25.0,F
refs_v2,chibi,18,id_18_seed24360938.png,50-59,55.0,True,23.0,F
refs_v2,chibi,19,id_19_seed26145111.png,50-59,55.0,False,,
refs_v2,chibi,19,id_19_seed28591920.png,50-59,55.0,True,21.0,F
refs_v2,chibi,19,id_19_seed29289861.png,50-59,55.0,True,9.0,M
refs_v2,furry,0,id_00_seed22038838.png,20-29,25.0,True,23.0,F
refs_v2,furry,0,id_00_seed24037263.png,20-29,25.0,True,22.0,F
refs_v2,furry,0,id_00_seed24735204.png,20-29,25.0,True,27.0,F
refs_v2,furry,1,id_01_seed21295122.png,20-29,25.0,True,30.0,M
refs_v2,furry,1,id_01_seed26229053.png,20-29,25.0,True,38.0,M
refs_v2,furry,1,id_01_seed28925419.png,20-29,25.0,True,45.0,M
refs_v2,furry,2,id_02_seed21094247.png,20-29,25.0,True,22.0,M
refs_v2,furry,2,id_02_seed23463950.png,20-29,25.0,True,33.0,M
refs_v2,furry,2,id_02_seed26160316.png,20-29,25.0,True,21.0,M
refs_v2,furry,3,id_03_seed21411898.png,20-29,25.0,True,28.0,M
refs_v2,furry,3,id_03_seed28715532.png,20-29,25.0,True,24.0,M
refs_v2,furry,3,id_03_seed29413473.png,20-29,25.0,True,27.0,M
refs_v2,furry,4,id_04_seed20812777.png,20-29,25.0,True,23.0,F
refs_v2,furry,4,id_04_seed25878846.png,20-29,25.0,True,23.0,F
refs_v2,furry,4,id_04_seed28365968.png,20-29,25.0,True,21.0,F
refs_v2,furry,5,id_05_seed20848641.png,20-29,25.0,True,31.0,M
refs_v2,furry,5,id_05_seed21546582.png,20-29,25.0,True,28.0,M
refs_v2,furry,5,id_05_seed28850216.png,20-29,25.0,True,29.0,M
refs_v2,furry,6,id_06_seed21278937.png,20-29,25.0,True,21.0,F
refs_v2,furry,6,id_06_seed26212868.png,20-29,25.0,True,24.0,F
refs_v2,furry,6,id_06_seed28582571.png,20-29,25.0,True,23.0,F
refs_v2,furry,7,id_07_seed23133558.png,20-29,25.0,True,25.0,M
refs_v2,furry,7,id_07_seed25829924.png,20-29,25.0,True,27.0,M
refs_v2,furry,7,id_07_seed28199627.png,20-29,25.0,True,27.0,M
refs_v2,furry,8,id_08_seed22655642.png,30-39,35.0,True,24.0,M
refs_v2,furry,8,id_08_seed29959276.png,30-39,35.0,True,22.0,F
refs_v2,furry,8,id_08_seed30208833.png,30-39,35.0,True,24.0,F
refs_v2,furry,9,id_09_seed21895911.png,30-39,35.0,True,23.0,M
refs_v2,furry,9,id_09_seed28751161.png,30-39,35.0,True,32.0,M
refs_v2,furry,9,id_09_seed29449102.png,30-39,35.0,True,40.0,M
refs_v2,furry,10,id_10_seed20978766.png,30-39,35.0,True,26.0,F
refs_v2,furry,10,id_10_seed28282400.png,30-39,35.0,True,25.0,F
refs_v2,furry,11,id_11_seed23495588.png,30-39,35.0,True,27.0,M
refs_v2,furry,11,id_11_seed25942397.png,30-39,35.0,True,30.0,M
refs_v2,furry,11,id_11_seed28429519.png,30-39,35.0,True,42.0,M
refs_v2,furry,12,id_12_seed22970626.png,30-39,35.0,True,28.0,F
refs_v2,furry,12,id_12_seed26115376.png,30-39,35.0,True,24.0,F
refs_v2,furry,12,id_12_seed28036695.png,30-39,35.0,True,31.0,F
refs_v2,furry,13,id_13_seed24997185.png,30-39,35.0,True,31.0,M
refs_v2,furry,13,id_13_seed26995610.png,30-39,35.0,True,29.0,M
refs_v2,furry,13,id_13_seed29442419.png,30-39,35.0,False,,
refs_v2,furry,14,id_14_seed20663755.png,40-49,45.0,True,27.0,F
refs_v2,furry,14,id_14_seed22662180.png,40-49,45.0,True,24.0,F
refs_v2,furry,14,id_14_seed25597686.png,40-49,45.0,True,30.0,M
refs_v2,furry,15,id_15_seed20604672.png,40-49,45.0,True,46.0,M
refs_v2,furry,15,id_15_seed21302613.png,40-49,45.0,True,43.0,M
refs_v2,furry,15,id_15_seed28606247.png,40-49,45.0,True,53.0,M
refs_v2,furry,16,id_16_seed24522027.png,40-49,45.0,True,37.0,F
refs_v2,furry,16,id_16_seed25219968.png,40-49,45.0,True,40.0,F
refs_v2,furry,16,id_16_seed27218393.png,40-49,45.0,True,35.0,M
refs_v2,furry,17,id_17_seed25885267.png,40-49,45.0,True,62.0,M
refs_v2,furry,17,id_17_seed28332076.png,40-49,45.0,True,39.0,M
refs_v2,furry,17,id_17_seed28581633.png,40-49,45.0,True,49.0,M
refs_v2,furry,18,id_18_seed23800169.png,50-59,55.0,True,35.0,F
refs_v2,furry,18,id_18_seed25798594.png,50-59,55.0,True,61.0,F
refs_v2,furry,18,id_18_seed26496535.png,50-59,55.0,True,66.0,M
refs_v2,furry,19,id_19_seed20683310.png,50-59,55.0,True,69.0,M
refs_v2,furry,19,id_19_seed23170432.png,50-59,55.0,False,,
refs_v2,furry,19,id_19_seed25617241.png,50-59,55.0,False,,
refs_v2,chibi_furry,0,id_00_seed20569731.png,20-29,25.0,True,23.0,F
refs_v2,chibi_furry,0,id_00_seed28200028.png,20-29,25.0,True,21.0,F
refs_v2,chibi_furry,1,id_01_seed22761521.png,20-29,25.0,True,22.0,F
refs_v2,chibi_furry,1,id_01_seed24759946.png,20-29,25.0,False,,
refs_v2,chibi_furry,1,id_01_seed25457887.png,20-29,25.0,True,24.0,F
refs_v2,chibi_furry,2,id_02_seed20339141.png,20-29,25.0,True,19.0,F
refs_v2,chibi_furry,2,id_02_seed25405210.png,20-29,25.0,True,21.0,F
refs_v2,chibi_furry,2,id_02_seed27892332.png,20-29,25.0,True,21.0,F
refs_v2,chibi_furry,3,id_03_seed22878297.png,20-29,25.0,True,23.0,F
refs_v2,chibi_furry,3,id_03_seed25248000.png,20-29,25.0,False,,
refs_v2,chibi_furry,3,id_03_seed27944366.png,20-29,25.0,True,23.0,F
refs_v2,chibi_furry,4,id_04_seed22721138.png,20-29,25.0,True,20.0,F
refs_v2,chibi_furry,4,id_04_seed22798244.png,20-29,25.0,True,20.0,F
refs_v2,chibi_furry,4,id_04_seed25167947.png,20-29,25.0,True,20.0,F
refs_v2,chibi_furry,5,id_05_seed20835683.png,20-29,25.0,True,21.0,F
refs_v2,chibi_furry,5,id_05_seed28139317.png,20-29,25.0,True,21.0,F
refs_v2,chibi_furry,5,id_05_seed28837258.png,20-29,25.0,True,21.0,F
refs_v2,chibi_furry,6,id_06_seed22745336.png,20-29,25.0,False,,
refs_v2,chibi_furry,6,id_06_seed25192145.png,20-29,25.0,False,,
refs_v2,chibi_furry,6,id_06_seed25441702.png,20-29,25.0,True,19.0,F
refs_v2,chibi_furry,7,id_07_seed25119025.png,20-29,25.0,True,27.0,F
refs_v2,chibi_furry,7,id_07_seed25490303.png,20-29,25.0,True,20.0,F
refs_v2,chibi_furry,7,id_07_seed27488728.png,20-29,25.0,True,24.0,F
refs_v2,chibi_furry,8,id_08_seed21944743.png,30-39,35.0,True,22.0,F
refs_v2,chibi_furry,8,id_08_seed22642684.png,30-39,35.0,True,24.0,F
refs_v2,chibi_furry,8,id_08_seed29946318.png,30-39,35.0,True,21.0,F
refs_v2,chibi_furry,9,id_09_seed20915501.png,30-39,35.0,True,24.0,M
refs_v2,chibi_furry,9,id_09_seed22913926.png,30-39,35.0,True,32.0,M
refs_v2,chibi_furry,9,id_09_seed28428379.png,30-39,35.0,True,23.0,M
refs_v2,chibi_furry,10,id_10_seed20267867.png,30-39,35.0,True,22.0,F
refs_v2,chibi_furry,10,id_10_seed20965808.png,30-39,35.0,True,21.0,F
refs_v2,chibi_furry,10,id_10_seed28269442.png,30-39,35.0,True,23.0,F
refs_v2,chibi_furry,11,id_11_seed20786264.png,30-39,35.0,True,20.0,F
refs_v2,chibi_furry,11,id_11_seed22784689.png,30-39,35.0,True,9.0,F
refs_v2,chibi_furry,11,id_11_seed25231498.png,30-39,35.0,True,28.0,F
refs_v2,chibi_furry,12,id_12_seed25327371.png,30-39,35.0,True,22.0,F
refs_v2,chibi_furry,12,id_12_seed25404477.png,30-39,35.0,True,21.0,F
refs_v2,chibi_furry,12,id_12_seed27774180.png,30-39,35.0,True,25.0,F
refs_v2,chibi_furry,13,id_13_seed21158375.png,30-39,35.0,False,,
refs_v2,chibi_furry,13,id_13_seed28462009.png,30-39,35.0,True,25.0,F
refs_v2,chibi_furry,14,id_14_seed22665282.png,40-49,45.0,True,23.0,F
refs_v2,chibi_furry,14,id_14_seed23363223.png,40-49,45.0,True,23.0,F
refs_v2,chibi_furry,14,id_14_seed25361648.png,40-49,45.0,True,21.0,F
refs_v2,chibi_furry,15,id_15_seed20547507.png,40-49,45.0,True,29.0,M
refs_v2,chibi_furry,15,id_15_seed27402757.png,40-49,45.0,True,32.0,M
refs_v2,chibi_furry,15,id_15_seed29849566.png,40-49,45.0,True,20.0,F
refs_v2,chibi_furry,16,id_16_seed24509069.png,40-49,45.0,False,,
refs_v2,chibi_furry,16,id_16_seed26507494.png,40-49,45.0,True,22.0,F
refs_v2,chibi_furry,16,id_16_seed27205435.png,40-49,45.0,True,28.0,F
refs_v2,chibi_furry,17,id_17_seed25174368.png,40-49,45.0,True,55.0,M
refs_v2,chibi_furry,18,id_18_seed20332637.png,50-59,55.0,True,21.0,F
refs_v2,chibi_furry,18,id_18_seed20409743.png,50-59,55.0,True,23.0,F
refs_v2,chibi_furry,18,id_18_seed27962934.png,50-59,55.0,True,28.0,F
refs_v2,chibi_furry,19,id_19_seed22459533.png,50-59,55.0,False,,
refs_v2,chibi_furry,19,id_19_seed27973986.png,50-59,55.0,True,26.0,F
refs_v2,chibi_furry,19,id_19_seed29972411.png,50-59,55.0,True,19.0,F
refs_v3,photoreal,0,id_00_seed46143050.png,20-29,25.0,True,23.0,F
refs_v3,photoreal,0,id_00_seed46220156.png,20-29,25.0,True,26.0,F
refs_v3,photoreal,0,id_00_seed48589859.png,20-29,25.0,True,26.0,F
refs_v3,photoreal,1,id_01_seed42353879.png,20-29,25.0,True,29.0,M
refs_v3,photoreal,1,id_01_seed44800688.png,20-29,25.0,True,33.0,M
refs_v3,photoreal,1,id_01_seed47287810.png,20-29,25.0,True,30.0,M
refs_v3,photoreal,2,id_02_seed41884641.png,20-29,25.0,True,21.0,M
refs_v3,photoreal,2,id_02_seed42255919.png,20-29,25.0,True,23.0,M
refs_v3,photoreal,2,id_02_seed49886216.png,20-29,25.0,True,22.0,M
refs_v3,photoreal,3,id_03_seed41572910.png,20-29,25.0,True,25.0,M
refs_v3,photoreal,3,id_03_seed44060032.png,20-29,25.0,True,26.0,M
refs_v3,photoreal,3,id_03_seed46058457.png,20-29,25.0,True,26.0,M
refs_v3,photoreal,4,id_04_seed41974922.png,20-29,25.0,False,,
refs_v3,photoreal,4,id_04_seed49278556.png,20-29,25.0,True,22.0,F
refs_v3,photoreal,4,id_04_seed49976497.png,20-29,25.0,True,22.0,F
refs_v3,photoreal,5,id_05_seed42644143.png,20-29,25.0,True,32.0,M
refs_v3,photoreal,5,id_05_seed44642568.png,20-29,25.0,True,31.0,M
refs_v3,photoreal,5,id_05_seed46640993.png,20-29,25.0,True,35.0,M
refs_v3,photoreal,6,id_06_seed42316748.png,20-29,25.0,False,,
refs_v3,photoreal,6,id_06_seed49171998.png,20-29,25.0,False,,
refs_v3,photoreal,6,id_06_seed49869939.png,20-29,25.0,False,,
refs_v3,photoreal,7,id_07_seed45336412.png,20-29,25.0,True,27.0,M
refs_v3,photoreal,7,id_07_seed46034353.png,20-29,25.0,True,28.0,M
refs_v3,photoreal,7,id_07_seed48481162.png,20-29,25.0,True,27.0,M
refs_v3,photoreal,8,id_08_seed42753940.png,30-39,35.0,True,25.0,M
refs_v3,photoreal,8,id_08_seed45123643.png,30-39,35.0,True,37.0,M
refs_v3,photoreal,8,id_08_seed50057574.png,30-39,35.0,True,24.0,F
refs_v3,photoreal,9,id_09_seed42395828.png,30-39,35.0,True,40.0,M
refs_v3,photoreal,9,id_09_seed44394253.png,30-39,35.0,True,40.0,M
refs_v3,photoreal,9,id_09_seed46881375.png,30-39,35.0,True,37.0,M
refs_v3,photoreal,10,id_10_seed42479942.png,30-39,35.0,True,31.0,F
refs_v3,photoreal,10,id_10_seed44478367.png,30-39,35.0,True,28.0,F
refs_v3,photoreal,10,id_10_seed46476792.png,30-39,35.0,True,34.0,F
refs_v3,photoreal,11,id_11_seed46777112.png,30-39,35.0,True,45.0,M
refs_v3,photoreal,11,id_11_seed48775537.png,30-39,35.0,True,49.0,M
refs_v3,photoreal,11,id_11_seed49473478.png,30-39,35.0,True,48.0,M
refs_v3,photoreal,12,id_12_seed40524977.png,30-39,35.0,True,28.0,F
refs_v3,photoreal,12,id_12_seed47828611.png,30-39,35.0,True,26.0,F
refs_v3,photoreal,12,id_12_seed49827036.png,30-39,35.0,True,26.0,F
refs_v3,photoreal,13,id_13_seed47110770.png,30-39,35.0,False,,
refs_v3,photoreal,13,id_13_seed49109195.png,30-39,35.0,False,,
refs_v3,photoreal,13,id_13_seed49807136.png,30-39,35.0,True,35.0,M
refs_v3,photoreal,14,id_14_seed42249829.png,40-49,45.0,True,64.0,F
refs_v3,photoreal,14,id_14_seed45185335.png,40-49,45.0,True,48.0,F
refs_v3,photoreal,14,id_14_seed47183760.png,40-49,45.0,True,56.0,F
refs_v3,photoreal,15,id_15_seed40266413.png,40-49,45.0,True,41.0,M
refs_v3,photoreal,15,id_15_seed42264838.png,40-49,45.0,True,44.0,M
refs_v3,photoreal,15,id_15_seed44711647.png,40-49,45.0,True,40.0,M
refs_v3,photoreal,16,id_16_seed45535711.png,40-49,45.0,True,48.0,F
refs_v3,photoreal,16,id_16_seed46233652.png,40-49,45.0,True,40.0,F
refs_v3,photoreal,16,id_16_seed48680461.png,40-49,45.0,True,47.0,F
refs_v3,photoreal,17,id_17_seed42360813.png,40-49,45.0,True,61.0,M
refs_v3,photoreal,17,id_17_seed44730516.png,40-49,45.0,True,60.0,M
refs_v3,photoreal,17,id_17_seed47426882.png,40-49,45.0,True,56.0,M
refs_v3,photoreal,18,id_18_seed41602869.png,50-59,55.0,True,74.0,M
refs_v3,photoreal,18,id_18_seed41852426.png,50-59,55.0,False,,
refs_v3,photoreal,18,id_18_seed44299235.png,50-59,55.0,True,69.0,M
refs_v3,photoreal,19,id_19_seed42454972.png,50-59,55.0,False,,
refs_v3,photoreal,19,id_19_seed43152913.png,50-59,55.0,False,,
refs_v3,photoreal,19,id_19_seed45599722.png,50-59,55.0,False,,
refs_v3,chibi,0,id_00_seed45823389.png,20-29,25.0,True,22.0,F
refs_v3,chibi,0,id_00_seed47821814.png,20-29,25.0,True,20.0,F
refs_v3,chibi,0,id_00_seed48519755.png,20-29,25.0,True,21.0,F
refs_v3,chibi,1,id_01_seed41764707.png,20-29,25.0,True,25.0,F
refs_v3,chibi,1,id_01_seed43763132.png,20-29,25.0,True,21.0,F
refs_v3,chibi,1,id_01_seed46209941.png,20-29,25.0,True,19.0,F
refs_v3,chibi,2,id_02_seed41487874.png,20-29,25.0,True,17.0,F
refs_v3,chibi,2,id_02_seed44632624.png,20-29,25.0,True,12.0,M
refs_v3,chibi,2,id_02_seed49566555.png,20-29,25.0,True,21.0,F
refs_v3,chibi,3,id_03_seed40804865.png,20-29,25.0,False,,
refs_v3,chibi,3,id_03_seed48108499.png,20-29,25.0,True,20.0,F
refs_v3,chibi,3,id_03_seed48806440.png,20-29,25.0,True,22.0,F
refs_v3,chibi,4,id_04_seed41578155.png,20-29,25.0,False,,
refs_v3,chibi,4,id_04_seed46512086.png,20-29,25.0,True,21.0,F
refs_v3,chibi,4,id_04_seed49656836.png,20-29,25.0,True,19.0,F
refs_v3,chibi,5,id_05_seed43874523.png,20-29,25.0,True,19.0,F
refs_v3,chibi,5,id_05_seed46244226.png,20-29,25.0,True,20.0,F
refs_v3,chibi,5,id_05_seed49388976.png,20-29,25.0,True,20.0,F
refs_v3,chibi,6,id_06_seed46405528.png,20-29,25.0,False,,
refs_v3,chibi,6,id_06_seed47103469.png,20-29,25.0,True,20.0,F
refs_v3,chibi,6,id_06_seed49550278.png,20-29,25.0,True,19.0,F
refs_v3,chibi,7,id_07_seed47443606.png,20-29,25.0,False,,
refs_v3,chibi,7,id_07_seed49813309.png,20-29,25.0,True,20.0,F
refs_v3,chibi,7,id_07_seed49890415.png,20-29,25.0,True,21.0,M
refs_v3,chibi,8,id_08_seed42357173.png,30-39,35.0,True,24.0,F
refs_v3,chibi,8,id_08_seed44803982.png,30-39,35.0,True,23.0,F
refs_v3,chibi,8,id_08_seed46802407.png,30-39,35.0,True,19.0,F
refs_v3,chibi,9,id_09_seed41627783.png,30-39,35.0,True,21.0,F
refs_v3,chibi,9,id_09_seed48931417.png,30-39,35.0,True,22.0,F
refs_v3,chibi,9,id_09_seed49629358.png,30-39,35.0,True,25.0,F
refs_v3,chibi,10,id_10_seed40953689.png,30-39,35.0,True,24.0,F
refs_v3,chibi,10,id_10_seed43889195.png,30-39,35.0,True,22.0,F
refs_v3,chibi,10,id_10_seed45887620.png,30-39,35.0,True,20.0,F
refs_v3,chibi,11,id_11_seed44010642.png,30-39,35.0,False,,
refs_v3,chibi,11,id_11_seed46457451.png,30-39,35.0,True,12.0,F
refs_v3,chibi,11,id_11_seed46707008.png,30-39,35.0,True,18.0,M
refs_v3,chibi,12,id_12_seed41668613.png,30-39,35.0,True,19.0,F
refs_v3,chibi,12,id_12_seed48972247.png,30-39,35.0,True,22.0,F
refs_v3,chibi,12,id_12_seed49221804.png,30-39,35.0,True,13.0,F
refs_v3,chibi,13,id_13_seed46342725.png,30-39,35.0,False,,
refs_v3,chibi,13,id_13_seed47040666.png,30-39,35.0,False,,
refs_v3,chibi,13,id_13_seed49039091.png,30-39,35.0,False,,
refs_v3,chibi,14,id_14_seed46786993.png,40-49,45.0,True,22.0,F
refs_v3,chibi,14,id_14_seed48785418.png,40-49,45.0,True,19.0,F
refs_v3,chibi,14,id_14_seed49483359.png,40-49,45.0,True,24.0,F
refs_v3,chibi,15,id_15_seed41945177.png,40-49,45.0,True,21.0,F
refs_v3,chibi,15,id_15_seed47011246.png,40-49,45.0,True,19.0,F
refs_v3,chibi,15,id_15_seed49498368.png,40-49,45.0,True,23.0,F
refs_v3,chibi,16,id_16_seed47642905.png,40-49,45.0,True,11.0,F
refs_v3,chibi,16,id_16_seed50012608.png,40-49,45.0,True,21.0,F
refs_v3,chibi,16,id_16_seed50089714.png,40-49,45.0,True,14.0,F
refs_v3,chibi,17,id_17_seed41964046.png,40-49,45.0,True,19.0,F
refs_v3,chibi,17,id_17_seed43962471.png,40-49,45.0,True,17.0,F
refs_v3,chibi,17,id_17_seed44660412.png,40-49,45.0,True,48.0,M
refs_v3,chibi,18,id_18_seed41532765.png,50-59,55.0,True,20.0,F
refs_v3,chibi,18,id_18_seed48836399.png,50-59,55.0,False,,
refs_v3,chibi,18,id_18_seed49534340.png,50-59,55.0,True,21.0,F
refs_v3,chibi,19,id_19_seed45202955.png,50-59,55.0,True,23.0,F
refs_v3,chibi,19,id_19_seed47201380.png,50-59,55.0,True,21.0,F
refs_v3,chibi,19,id_19_seed49688502.png,50-59,55.0,False,,
refs_v3,furry,0,id_00_seed40314725.png,20-29,25.0,True,28.0,F
refs_v3,furry,0,id_00_seed45380794.png,20-29,25.0,True,23.0,F
refs_v3,furry,0,id_00_seed47827603.png,20-29,25.0,True,25.0,F
refs_v3,furry,1,id_01_seed41072555.png,20-29,25.0,True,34.0,M
refs_v3,furry,1,id_01_seed43070980.png,20-29,25.0,True,31.0,M
refs_v3,furry,1,id_01_seed43768921.png,20-29,25.0,True,36.0,M
refs_v3,furry,2,id_02_seed41493663.png,20-29,25.0,True,21.0,F
refs_v3,furry,2,id_02_seed46427594.png,20-29,25.0,True,21.0,M
refs_v3,furry,2,id_02_seed49123960.png,20-29,25.0,True,22.0,M
refs_v3,furry,3,id_03_seed43297776.png,20-29,25.0,True,27.0,M
refs_v3,furry,3,id_03_seed45296201.png,20-29,25.0,True,25.0,M
refs_v3,furry,3,id_03_seed45667479.png,20-29,25.0,True,29.0,M
refs_v3,furry,4,id_04_seed46517875.png,20-29,25.0,True,22.0,F
refs_v3,furry,4,id_04_seed48516300.png,20-29,25.0,True,22.0,F
refs_v3,furry,4,id_04_seed49214241.png,20-29,25.0,True,22.0,F
refs_v3,furry,5,id_05_seed41183946.png,20-29,25.0,True,26.0,M
refs_v3,furry,5,id_05_seed41881887.png,20-29,25.0,True,30.0,M
refs_v3,furry,5,id_05_seed43880312.png,20-29,25.0,True,35.0,M
refs_v3,furry,6,id_06_seed46411317.png,20-29,25.0,True,25.0,F
refs_v3,furry,6,id_06_seed48409742.png,20-29,25.0,True,24.0,F
refs_v3,furry,6,id_06_seed49107683.png,20-29,25.0,False,,
refs_v3,furry,7,id_07_seed44753029.png,20-29,25.0,True,27.0,M
refs_v3,furry,7,id_07_seed46751454.png,20-29,25.0,True,28.0,M
refs_v3,furry,8,id_08_seed44361387.png,30-39,35.0,True,26.0,F
refs_v3,furry,8,id_08_seed46848509.png,30-39,35.0,True,26.0,M
refs_v3,furry,8,id_08_seed49295318.png,30-39,35.0,True,23.0,F
refs_v3,furry,9,id_09_seed41185188.png,30-39,35.0,True,37.0,M
refs_v3,furry,9,id_09_seed46119119.png,30-39,35.0,True,40.0,M
refs_v3,furry,9,id_09_seed48488822.png,30-39,35.0,True,47.0,M
refs_v3,furry,10,id_10_seed42748659.png,30-39,35.0,True,26.0,F
refs_v3,furry,10,id_10_seed43446600.png,30-39,35.0,True,27.0,F
refs_v3,furry,10,id_10_seed45893409.png,30-39,35.0,True,29.0,M
refs_v3,furry,11,id_11_seed43318490.png,30-39,35.0,True,37.0,M
refs_v3,furry,11,id_11_seed44016431.png,30-39,35.0,True,42.0,M
refs_v3,furry,11,id_11_seed46014856.png,30-39,35.0,True,30.0,M
refs_v3,furry,12,id_12_seed41242078.png,30-39,35.0,True,25.0,F
refs_v3,furry,12,id_12_seed41940019.png,30-39,35.0,True,23.0,F
refs_v3,furry,12,id_12_seed48795269.png,30-39,35.0,True,26.0,F
refs_v3,furry,13,id_13_seed43901705.png,30-39,35.0,True,48.0,M
refs_v3,furry,13,id_13_seed46348514.png,30-39,35.0,False,,
refs_v3,furry,13,id_13_seed48346939.png,30-39,35.0,False,,
refs_v3,furry,14,id_14_seed41278329.png,40-49,45.0,True,43.0,M
refs_v3,furry,14,id_14_seed44423079.png,40-49,45.0,True,31.0,M
refs_v3,furry,14,id_14_seed46792782.png,40-49,45.0,True,26.0,M
refs_v3,furry,15,id_15_seed41502582.png,40-49,45.0,True,38.0,M
refs_v3,furry,15,id_15_seed48806216.png,40-49,45.0,True,38.0,M
refs_v3,furry,15,id_15_seed49504157.png,40-49,45.0,True,37.0,M
refs_v3,furry,16,id_16_seed42775030.png,40-49,45.0,True,26.0,F
refs_v3,furry,16,id_16_seed44773455.png,40-49,45.0,True,29.0,M
refs_v3,furry,16,id_16_seed45471396.png,40-49,45.0,True,26.0,F
refs_v3,furry,17,id_17_seed41521451.png,40-49,45.0,True,33.0,M
refs_v3,furry,17,id_17_seed43968260.png,40-49,45.0,True,54.0,M
refs_v3,furry,17,id_17_seed46455382.png,40-49,45.0,True,56.0,M
refs_v3,furry,18,id_18_seed40392229.png,50-59,55.0,True,68.0,F
refs_v3,furry,18,id_18_seed41090170.png,50-59,55.0,True,29.0,M
refs_v3,furry,18,id_18_seed48393804.png,50-59,55.0,True,44.0,M
refs_v3,furry,19,id_19_seed41692716.png,50-59,55.0,True,27.0,M
refs_v3,furry,19,id_19_seed42390657.png,50-59,55.0,False,,
refs_v3,furry,19,id_19_seed49694291.png,50-59,55.0,False,,
refs_v3,chibi_furry,0,id_00_seed40861854.png,20-29,25.0,True,23.0,F
refs_v3,chibi_furry,0,id_00_seed45927923.png,20-29,25.0,True,21.0,F
refs_v3,chibi_furry,0,id_00_seed47926348.png,20-29,25.0,True,21.0,F
refs_v3,chibi_furry,1,id_01_seed43883726.png,20-29,25.0,False,,
refs_v3,chibi_furry,1,id_01_seed46580092.png,20-29,25.0,False,,
refs_v3,chibi_furry,1,id_01_seed48949795.png,20-29,25.0,True,20.0,F
refs_v3,chibi_furry,2,id_02_seed41608468.png,20-29,25.0,True,20.0,F
refs_v3,chibi_furry,3,id_03_seed45766224.png,20-29,25.0,True,21.0,F
refs_v3,chibi_furry,3,id_03_seed45843330.png,20-29,25.0,True,21.0,M
refs_v3,chibi_furry,3,id_03_seed48213033.png,20-29,25.0,True,19.0,F
refs_v3,chibi_furry,4,id_04_seed41698749.png,20-29,25.0,True,17.0,F
refs_v3,chibi_furry,4,id_04_seed44395115.png,20-29,25.0,True,21.0,F
refs_v3,chibi_furry,4,id_04_seed49329046.png,20-29,25.0,True,21.0,F
refs_v3,chibi_furry,5,id_05_seed46364820.png,20-29,25.0,True,23.0,F
refs_v3,chibi_furry,5,id_05_seed47062761.png,20-29,25.0,True,27.0,M
refs_v3,chibi_furry,5,id_05_seed49061186.png,20-29,25.0,True,21.0,M
refs_v3,chibi_furry,6,id_06_seed44288557.png,20-29,25.0,True,21.0,F
refs_v3,chibi_furry,6,id_06_seed47224063.png,20-29,25.0,True,19.0,F
refs_v3,chibi_furry,6,id_06_seed49222488.png,20-29,25.0,True,19.0,F
refs_v3,chibi_furry,7,id_07_seed42630269.png,20-29,25.0,True,17.0,M
refs_v3,chibi_furry,7,id_07_seed44628694.png,20-29,25.0,True,22.0,M
refs_v3,chibi_furry,7,id_07_seed47564200.png,20-29,25.0,True,26.0,F
refs_v3,chibi_furry,8,id_08_seed44476192.png,30-39,35.0,True,23.0,F
refs_v3,chibi_furry,8,id_08_seed45174133.png,30-39,35.0,True,25.0,F
refs_v3,chibi_furry,8,id_08_seed47172558.png,30-39,35.0,True,26.0,F
refs_v3,chibi_furry,9,id_09_seed41748377.png,30-39,35.0,True,23.0,F
refs_v3,chibi_furry,9,id_09_seed41997934.png,30-39,35.0,True,26.0,F
refs_v3,chibi_furry,9,id_09_seed49301568.png,30-39,35.0,True,25.0,F
refs_v3,chibi_furry,10,id_10_seed41832491.png,30-39,35.0,True,22.0,F
refs_v3,chibi_furry,10,id_10_seed44528857.png,30-39,35.0,True,20.0,F
refs_v3,chibi_furry,10,id_10_seed46898560.png,30-39,35.0,True,20.0,F
refs_v3,chibi_furry,11,id_11_seed46827602.png,30-39,35.0,False,,
refs_v3,chibi_furry,11,id_11_seed48826027.png,30-39,35.0,True,25.0,F
