set,render,id_idx,mp_detected,iod_over_facew,eye_vpos,lower_face_ratio,bs_jawOpen,bs_eyeBlink,bs_mean_abs,arc_detected,arc_anchor_ok,arc_cosine
refs_v2,id_07_seed26108237.png,7,True,0.4682639700370882,0.33389317068201935,0.2155495126933776,0.0004525675321929157,0.02450638636946678,0.048356170620539714,True,True,0.4497825503349304
refs_v2,id_07_seed26806178.png,7,True,0.4959585753184768,0.42238707550634513,0.18556873612975638,0.0006066391943022609,0.00896135438233614,0.09646941962858971,False,True,
refs_v2,id_07_seed28804603.png,7,True,0.47092380952175794,0.40801878939642,0.1655269064012752,0.0018597834277898073,0.0031813746318221092,0.08424985482147303,True,True,0.061030313372612
refs_v2,id_08_seed21262193.png,8,True,0.5250690321199202,0.4269614856767513,0.16461964894453252,0.0005217048455961049,0.005751839838922024,0.13110853053778287,True,True,0.017560409381985664
refs_v2,id_08_seed23183512.png,8,True,0.5025379370824429,0.3843874091039048,0.20811669795494186,0.0007245593005791306,0.0013912869617342949,0.12292404719541877,True,True,0.12901142239570618
refs_v2,id_08_seed28117443.png,8,True,0.5162473559660142,0.4075672074040223,0.17669567100622213,0.0017123200232163072,0.002992316847667098,0.11884018009010251,False,True,
refs_v2,id_09_seed24601079.png,9,True,0.4740725062137296,0.41922296334573844,0.17177422431229586,0.0004228874167893082,0.002776812470983714,0.09296804539851504,True,True,0.07500720024108887
refs_v2,id_09_seed26599504.png,9,True,0.4985718073948472,0.42367044386097896,0.15416138152838804,0.00045754460734315217,0.002743920515058562,0.06759016752243377,True,True,0.12806567549705505
refs_v2,id_09_seed29046313.png,9,True,0.5050566902948719,0.4172565712670383,0.1610228750893341,0.0006640881183557212,0.0018550809472799301,0.10429510652722253,True,True,0.05828625708818436
refs_v2,id_10_seed22220637.png,10,True,0.48935962082122697,0.35539158891707573,0.1757519186987397,0.0007859084871597588,0.003064717340748757,0.04906286981412004,True,True,0.36995723843574524
refs_v2,id_10_seed24667446.png,10,True,0.5027393264912172,0.41127548068006486,0.1773839605155206,0.0005834088078700006,0.0019225240394007415,0.09778147881226874,True,True,0.0659383088350296
refs_v2,id_10_seed26665871.png,10,True,0.5128840432732436,0.40924406920263745,0.13675113192835614,0.001259860466234386,0.0031221617246046662,0.0753519226774661,True,True,0.12024936079978943
refs_v2,id_11_seed21404198.png,11,True,0.5055755959198929,0.4519425018758483,0.14291459876840357,0.00325875636190176,0.004792618681676686,0.10939183715163606,True,True,0.05375627055764198
refs_v2,id_11_seed24100564.png,11,True,0.493177668460702,0.3895630184957582,0.18076894148676484,0.001139273401349783,0.0038022423395887017,0.10419141559278973,True,True,0.1802048683166504
refs_v2,id_11_seed26470267.png,11,True,0.508869178687693,0.3796143772844252,0.20180197042834108,0.0010433223797008395,0.003139244392514229,0.08519591324249157,True,True,0.15632662177085876
refs_v2,id_12_seed25945305.png,12,True,0.5069796165533103,0.4014750579441901,0.14196684578941854,0.0009370860643684864,0.0027298658387735486,0.09031939929538127,True,True,0.28188857436180115
refs_v2,id_12_seed26643246.png,12,True,0.4984942992858785,0.38327658506754636,0.16019755345467834,0.001701816450804472,0.002388773311395198,0.08225858918729209,True,True,0.3780340254306793
